CustomerID,TelecomCompany,Region,Age,Gender,ContractType,ContractDuration,TenureMonths,MonthlyCharges,DataUsageGB,CallDurationMinutes,ComplaintsFiled,CustomerSupportCalls,PaymentMethod,InternetService,AdditionalServices,DiscountOfferUsed,BillingIssuesReported,Churn
4442,Tigo,Arusha,42,Male,Postpaid,6 Months,27,12580.6,42.32,1073,5,3,Cash,Fiber,Streaming,No,2,No
1047,Airtel,Tanga,39,Male,Postpaid,24 Months,32,25888.8,64.57,4405,3,0,Mobile Money,None,None,No,2,No
1915,Halotel,Dar es Salaam,69,Female,Postpaid,24 Months,39,12238.64,20.39,2890,9,0,Credit Card,DSL,Streaming,Yes,1,No
6299,Vodacom,Dodoma,69,Male,Prepaid,6 Months,30,8333.53,17.43,1814,8,9,Bank Transfer,DSL,Cloud Storage,No,0,No
9846,Airtel,Arusha,21,Female,Postpaid,1 Month,58,26237.23,38.7,3316,3,0,Mobile Money,None,Cloud Storage,Yes,1,No
8534,Vodacom,Zanzibar,32,Male,Prepaid,1 Month,39,46868.77,85.86,2781,1,8,Cash,DSL,Cloud Storage,No,1,No
6400,Tigo,Arusha,50,Female,Postpaid,6 Months,17,16383.23,34.62,4445,3,2,Credit Card,None,None,Yes,2,No
3713,Airtel,Mwanza,45,Female,Prepaid,6 Months,12,21451.18,4.7,3486,0,1,Bank Transfer,Mobile Data,Streaming,Yes,0,No
6915,Tigo,Zanzibar,60,Male,Postpaid,1 Month,48,31260.37,3.14,1582,8,8,Bank Transfer,Mobile Data,Cloud Storage,No,2,Yes
6213,Vodacom,Dodoma,36,Male,Prepaid,1 Month,20,14916.25,18.16,4162,3,3,Bank Transfer,Fiber,None,Yes,1,No
3595,Halotel,Dar es Salaam,54,Female,Prepaid,24 Months,44,33915.15,97.43,3861,1,7,Bank Transfer,Fiber,VPN,No,2,No
391,Halotel,Arusha,36,Male,Postpaid,6 Months,9,27775.46,39.47,4088,4,9,Mobile Money,Fiber,VPN,No,0,No
4812,Airtel,Dar es Salaam,26,Female,Prepaid,12 Months,52,38663.19,20.96,4367,1,8,Bank Transfer,DSL,VPN,No,0,No
3154,Tigo,Mwanza,27,Male,Prepaid,24 Months,24,42095.52,58.03,4020,5,9,Credit Card,Fiber,VPN,Yes,2,No
10728,Vodacom,Njombe,44,Female,Prepaid,24 Months,1,44355.27,60.72,2951,4,7,Bank Transfer,Mobile Data,Streaming,No,3,Yes
10635,Airtel,Ruvuma,23,Female,Prepaid,12 Months,26,39505.79,23.36,1745,4,3,Cash,Broadband,Streaming,Yes,3,Yes
33,Airtel,Arusha,68,Female,Prepaid,24 Months,53,25834.69,68.74,2003,7,8,Mobile Money,Fiber,None,No,1,No
1513,Airtel,Dodoma,34,Female,Prepaid,12 Months,10,47733.94,92.36,4420,0,2,Bank Transfer,None,Streaming,No,1,Yes
7764,Tigo,Dar es Salaam,26,Male,Postpaid,1 Month,11,37220.03,30.7,2357,0,9,Credit Card,None,Cloud Storage,No,0,No
5733,Halotel,Tanga,30,Female,Postpaid,24 Months,50,35489.25,39.67,4389,9,3,Mobile Money,Mobile Data,VPN,No,2,No
11624,TTCL,Kilimanjaro,39,Female,Prepaid,6 Months,55,33567.34,17.25,2890,2,2,Credit Card,None,Cloud Storage,No,4,No
8903,Vodacom,Dar es Salaam,68,Male,Postpaid,6 Months,38,12539.15,47.37,1751,9,7,Cash,DSL,None,No,0,No
348,Tigo,Zanzibar,44,Male,Postpaid,6 Months,11,25929.72,96.12,3139,2,6,Cash,Mobile Data,Streaming,No,2,No
1096,Tigo,Zanzibar,18,Male,Prepaid,24 Months,26,43257.93,1.2,3387,6,6,Bank Transfer,DSL,Streaming,Yes,1,No
2207,Airtel,Arusha,27,Male,Prepaid,1 Month,17,24037.34,73.87,1498,9,4,Credit Card,None,Streaming,Yes,2,No
8825,Airtel,Dar es Salaam,45,Female,Postpaid,1 Month,58,13110.88,58.6,1286,8,8,Bank Transfer,Mobile Data,Cloud Storage,No,0,Yes
11360,Halotel,Geita,50,Male,Postpaid,12 Months,27,41978.69,28.2,4051,1,4,Mobile Money,Broadband,None,No,4,No
1359,Airtel,Tanga,30,Female,Prepaid,12 Months,27,43327.31,14.97,3366,9,7,Cash,DSL,VPN,No,1,No
6893,Airtel,Zanzibar,66,Female,Postpaid,12 Months,8,41454.58,62.17,3634,3,8,Mobile Money,Fiber,Streaming,No,2,No
1106,Airtel,Dar es Salaam,28,Female,Postpaid,6 Months,25,48735.25,6.5,1141,5,3,Bank Transfer,DSL,Streaming,No,1,No
7160,Halotel,Mbeya,69,Male,Postpaid,12 Months,31,22183.21,89.82,353,2,0,Cash,Fiber,Cloud Storage,No,0,No
8316,Airtel,Tanga,33,Male,Postpaid,12 Months,19,15948.2,68.01,486,4,9,Credit Card,Fiber,Streaming,No,1,No
10808,Zantel,Mara,19,Female,Prepaid,1 Month,59,22122.81,59.37,975,2,9,Credit Card,Mobile Data,VPN,No,2,No
12440,Halotel,Mtwara,23,Male,Prepaid,1 Month,5,37709.65,56.03,1189,5,0,Credit Card,None,Streaming,No,4,Yes
9994,Tigo,Arusha,62,Male,Prepaid,6 Months,54,21008.13,34.82,4977,9,3,Mobile Money,Mobile Data,Cloud Storage,No,2,No
1485,Tigo,Dodoma,18,Female,Prepaid,6 Months,17,38957.61,91.25,1175,1,5,Credit Card,Fiber,Streaming,No,2,No
12264,Airtel,Tabora,50,Female,Postpaid,24 Months,50,19277.23,62.12,3738,6,5,Credit Card,None,VPN,Yes,3,No
12243,Tigo,Simiyu,37,Male,Postpaid,6 Months,19,35030.99,33.61,4444,5,9,Credit Card,Mobile Data,None,No,1,Yes
8007,Vodacom,Tanga,57,Male,Postpaid,1 Month,14,10813.99,73.58,141,2,4,Mobile Money,Fiber,None,No,2,No
11662,TTCL,Zanzibar West,20,Male,Postpaid,24 Months,23,38658.56,53.29,3784,0,1,Mobile Money,Mobile Data,Cloud Storage,No,4,No
3857,Vodacom,Tanga,29,Female,Postpaid,6 Months,16,6432.23,70.4,3931,5,5,Cash,Fiber,Cloud Storage,No,0,No
3137,Airtel,Mbeya,29,Female,Postpaid,6 Months,20,27315.94,56.67,4655,4,6,Credit Card,Mobile Data,None,No,2,Yes
5797,Tigo,Zanzibar,60,Male,Postpaid,6 Months,41,29881.0,83.8,2718,7,1,Mobile Money,None,Cloud Storage,No,1,No
8696,Halotel,Zanzibar,40,Male,Postpaid,12 Months,45,24047.26,55.68,1777,3,2,Bank Transfer,DSL,Cloud Storage,Yes,0,No
7399,Vodacom,Mwanza,67,Female,Prepaid,1 Month,9,16284.36,77.38,3767,6,3,Credit Card,Mobile Data,VPN,No,2,No
12289,Tigo,Kilimanjaro,54,Male,Postpaid,12 Months,57,12960.72,37.93,4617,8,0,Mobile Money,Mobile Data,None,No,4,Yes
6869,Halotel,Dar es Salaam,51,Male,Prepaid,6 Months,43,17493.5,91.55,3149,6,3,Mobile Money,Mobile Data,VPN,No,1,No
6426,Halotel,Tanga,55,Male,Postpaid,24 Months,47,25903.18,27.65,3954,5,3,Cash,None,Cloud Storage,No,1,Yes
6521,Tigo,Mbeya,25,Male,Prepaid,12 Months,55,43883.33,57.46,49,8,4,Credit Card,DSL,Cloud Storage,No,1,No
3749,Halotel,Arusha,65,Female,Postpaid,1 Month,6,46783.16,38.02,3478,4,3,Cash,Fiber,Cloud Storage,Yes,0,No
7067,Airtel,Zanzibar,56,Female,Prepaid,12 Months,19,15739.49,8.03,4243,9,6,Cash,None,VPN,No,2,No
9332,Tigo,Mbeya,19,Male,Prepaid,1 Month,35,41413.37,3.24,3594,2,8,Credit Card,None,None,No,0,No
11465,Tigo,Mtwara,64,Male,Prepaid,1 Month,38,31083.29,41.7,3173,7,5,Credit Card,Broadband,None,No,4,Yes
6820,Airtel,Tanga,43,Male,Prepaid,24 Months,32,20973.72,74.44,3395,4,7,Bank Transfer,None,VPN,No,1,No
2186,Airtel,Dar es Salaam,20,Female,Prepaid,12 Months,54,23752.31,20.32,2577,8,0,Cash,None,None,No,0,No
1501,Vodacom,Zanzibar,23,Female,Prepaid,6 Months,17,23727.5,12.81,3758,5,3,Credit Card,Mobile Data,Streaming,No,0,No
6130,Halotel,Mwanza,34,Male,Prepaid,6 Months,53,41071.02,5.66,168,0,5,Cash,None,None,No,0,No
1146,Tigo,Dar es Salaam,68,Female,Prepaid,24 Months,26,32438.89,32.96,629,9,0,Bank Transfer,Mobile Data,VPN,Yes,1,Yes
9519,Halotel,Dodoma,60,Female,Prepaid,6 Months,1,19379.4,32.7,4191,6,3,Bank Transfer,Fiber,Streaming,Yes,2,No
8689,Tigo,Arusha,30,Female,Postpaid,1 Month,2,22275.91,87.44,3212,5,4,Credit Card,None,None,Yes,2,No
5188,Vodacom,Dodoma,62,Male,Prepaid,6 Months,22,34912.17,43.49,3462,0,4,Mobile Money,DSL,VPN,No,2,No
5369,Airtel,Mwanza,48,Male,Prepaid,24 Months,36,45686.35,81.08,2772,0,1,Mobile Money,Fiber,None,Yes,1,No
8897,Vodacom,Tanga,27,Male,Prepaid,6 Months,47,16989.89,99.3,4821,2,4,Cash,DSL,Cloud Storage,No,0,No
7281,Halotel,Zanzibar,18,Male,Postpaid,24 Months,22,42734.54,97.22,1229,9,4,Credit Card,Mobile Data,VPN,No,1,Yes
5475,Halotel,Arusha,42,Male,Postpaid,24 Months,4,21606.86,1.25,556,4,4,Mobile Money,DSL,None,Yes,0,No
5979,Halotel,Dodoma,27,Female,Prepaid,1 Month,46,48994.64,93.9,3698,4,5,Mobile Money,Mobile Data,VPN,No,1,No
956,Vodacom,Zanzibar,69,Male,Prepaid,1 Month,32,23401.15,93.76,3314,6,6,Bank Transfer,DSL,None,No,0,No
9544,Halotel,Arusha,60,Female,Postpaid,1 Month,43,39715.8,18.09,3487,2,8,Mobile Money,Fiber,VPN,No,2,No
9428,Vodacom,Arusha,24,Male,Prepaid,24 Months,58,20583.19,22.55,3270,2,6,Cash,DSL,Cloud Storage,Yes,2,No
3387,Vodacom,Dar es Salaam,60,Female,Postpaid,1 Month,50,11762.71,69.06,4038,6,4,Mobile Money,DSL,None,No,1,No
5391,Airtel,Dar es Salaam,30,Female,Prepaid,6 Months,44,12948.93,27.28,2177,4,0,Mobile Money,Mobile Data,Cloud Storage,No,0,No
5888,Vodacom,Mbeya,67,Male,Postpaid,12 Months,53,24375.57,46.21,4914,4,1,Cash,Fiber,Streaming,Yes,0,Yes
6928,Vodacom,Zanzibar,32,Male,Prepaid,1 Month,46,13154.67,95.5,3805,9,2,Cash,DSL,None,Yes,0,Yes
2077,Tigo,Dodoma,64,Male,Prepaid,6 Months,3,11814.42,15.21,464,8,9,Mobile Money,None,VPN,No,0,No
12489,Airtel,Singida,30,Male,Postpaid,6 Months,23,29144.35,91.49,948,9,4,Cash,Broadband,Cloud Storage,Yes,4,No
12428,TTCL,Tabora,69,Female,Prepaid,6 Months,14,36188.66,50.4,3828,4,7,Credit Card,Broadband,Cloud Storage,No,0,Yes
4273,Halotel,Dar es Salaam,42,Female,Postpaid,6 Months,23,5147.4,86.52,1298,6,8,Cash,None,VPN,Yes,1,No
2009,Halotel,Zanzibar,22,Male,Postpaid,24 Months,14,23040.59,82.52,621,2,4,Cash,DSL,VPN,No,1,No
1417,Halotel,Arusha,56,Male,Prepaid,24 Months,20,16231.13,87.88,3821,7,5,Cash,None,None,No,2,No
1173,Halotel,Arusha,24,Female,Postpaid,6 Months,13,48623.12,32.65,516,8,0,Bank Transfer,Mobile Data,VPN,No,0,No
3030,Tigo,Mwanza,69,Male,Postpaid,24 Months,59,26734.16,26.72,4729,9,2,Cash,None,None,No,0,No
9391,Tigo,Tanga,24,Male,Postpaid,12 Months,35,9534.04,82.66,41,8,2,Cash,DSL,Streaming,No,0,No
9654,Tigo,Tanga,19,Female,Prepaid,12 Months,27,41095.06,56.41,1142,1,0,Credit Card,Mobile Data,Streaming,No,1,No
3681,Halotel,Tanga,38,Female,Postpaid,6 Months,8,5585.85,25.31,1384,6,9,Bank Transfer,None,VPN,Yes,1,No
1828,Airtel,Zanzibar,46,Female,Postpaid,24 Months,46,44515.85,10.66,4222,9,4,Credit Card,Mobile Data,VPN,Yes,0,No
6650,Halotel,Tanga,36,Male,Postpaid,6 Months,25,18710.82,61.82,3955,8,7,Bank Transfer,None,Streaming,No,2,No
7151,Vodacom,Arusha,48,Female,Prepaid,1 Month,2,12879.51,86.92,4780,4,9,Credit Card,Fiber,Streaming,No,2,Yes
3544,Vodacom,Dar es Salaam,41,Female,Postpaid,6 Months,29,31935.14,23.89,4195,6,0,Bank Transfer,DSL,VPN,No,0,No
4125,Vodacom,Mwanza,69,Male,Prepaid,12 Months,36,18329.1,32.98,3551,6,5,Credit Card,None,Streaming,Yes,0,No
6131,Vodacom,Mwanza,44,Male,Postpaid,1 Month,43,25597.21,49.89,2664,5,5,Cash,Fiber,None,No,1,Yes
2124,Vodacom,Mwanza,50,Female,Prepaid,6 Months,10,44511.65,48.7,2390,4,3,Cash,None,VPN,No,0,Yes
6536,Halotel,Dodoma,53,Female,Prepaid,24 Months,29,15401.96,4.86,2072,4,2,Cash,None,VPN,Yes,2,Yes
9716,Tigo,Zanzibar,34,Male,Postpaid,1 Month,27,35683.03,74.61,3391,4,3,Mobile Money,Fiber,None,No,0,Yes
3809,Tigo,Tanga,51,Female,Postpaid,6 Months,47,47399.52,13.22,1745,5,3,Credit Card,None,None,No,2,No
8245,Tigo,Tanga,62,Female,Prepaid,12 Months,37,42445.25,12.57,1868,3,9,Mobile Money,Fiber,None,No,0,No
12054,Tigo,Simiyu,44,Male,Postpaid,1 Month,58,11318.89,4.74,4676,2,2,Cash,Broadband,VPN,No,0,No
9215,Airtel,Dar es Salaam,49,Male,Prepaid,6 Months,7,22405.16,86.24,65,9,7,Bank Transfer,DSL,Streaming,No,2,Yes
9201,Airtel,Tanga,23,Female,Prepaid,6 Months,18,34205.07,17.69,3862,9,3,Bank Transfer,Fiber,VPN,No,0,No
11152,Zantel,Njombe,68,Male,Postpaid,24 Months,18,24250.52,53.72,895,6,5,Credit Card,Mobile Data,Cloud Storage,Yes,0,No
12065,TTCL,Ruvuma,40,Male,Prepaid,1 Month,8,34521.4,77.32,3008,4,2,Cash,Broadband,None,Yes,0,Yes
6173,Tigo,Dodoma,43,Male,Prepaid,12 Months,47,6589.04,52.23,149,8,6,Cash,None,None,No,0,No
1407,Vodacom,Mwanza,21,Male,Prepaid,1 Month,50,16439.94,60.63,3533,7,3,Credit Card,None,Streaming,Yes,0,No
9047,Tigo,Tanga,29,Female,Prepaid,1 Month,27,34981.92,0.5,696,2,9,Cash,DSL,Streaming,No,1,No
1649,Tigo,Mwanza,67,Male,Postpaid,12 Months,57,30760.68,15.89,4774,2,2,Cash,Fiber,None,No,1,No
4814,Halotel,Zanzibar,20,Male,Prepaid,6 Months,39,14195.35,46.09,4708,3,4,Mobile Money,Fiber,Cloud Storage,No,1,Yes
12476,TTCL,Simiyu,27,Male,Prepaid,24 Months,33,11779.77,33.75,3250,3,9,Bank Transfer,None,None,No,4,No
9435,Tigo,Dar es Salaam,60,Male,Postpaid,6 Months,15,42215.96,47.54,1421,7,5,Cash,None,Cloud Storage,No,0,No
11407,TTCL,Tabora,24,Female,Postpaid,1 Month,13,6418.26,25.02,2006,6,6,Cash,Mobile Data,None,No,0,Yes
10567,Vodacom,Kilimanjaro,23,Female,Prepaid,1 Month,38,39445.38,30.51,1811,3,5,Mobile Money,Mobile Data,Streaming,No,4,Yes
3651,Vodacom,Mbeya,55,Female,Prepaid,1 Month,5,27403.54,50.35,4465,7,3,Cash,None,Streaming,No,2,No
3744,Halotel,Mwanza,67,Female,Postpaid,6 Months,20,14052.66,8.54,2077,0,6,Credit Card,None,None,No,2,No
6969,Tigo,Zanzibar,60,Male,Prepaid,24 Months,31,44989.92,24.93,2405,6,1,Cash,None,None,Yes,2,No
11679,Halotel,Kilimanjaro,48,Female,Prepaid,1 Month,50,10292.57,31.84,1823,8,2,Bank Transfer,Broadband,Streaming,No,4,No
813,Halotel,Zanzibar,67,Male,Prepaid,6 Months,16,21903.72,98.68,1310,4,5,Bank Transfer,None,Streaming,No,2,Yes
5293,Halotel,Tanga,38,Male,Prepaid,6 Months,59,32250.42,43.64,3679,6,9,Mobile Money,None,Cloud Storage,No,1,No
12167,Vodacom,Iringa,52,Female,Postpaid,1 Month,41,35980.78,48.87,4987,6,7,Cash,None,VPN,Yes,3,No
4644,Tigo,Dodoma,53,Male,Postpaid,6 Months,38,33609.24,38.09,2600,6,8,Bank Transfer,None,Streaming,Yes,0,No
1282,Halotel,Mbeya,48,Female,Postpaid,12 Months,2,32401.31,79.11,3727,2,6,Cash,None,Cloud Storage,No,0,No
6296,Halotel,Mbeya,37,Female,Prepaid,6 Months,42,15629.51,31.34,304,9,2,Cash,Mobile Data,Streaming,No,2,Yes
6309,Halotel,Arusha,58,Female,Prepaid,1 Month,12,40249.75,62.39,4747,1,8,Mobile Money,Fiber,Streaming,Yes,0,No
9066,Vodacom,Mbeya,46,Female,Postpaid,24 Months,56,36688.46,41.49,1466,1,8,Mobile Money,None,None,No,1,No
4722,Airtel,Zanzibar,60,Male,Postpaid,1 Month,9,7820.82,0.21,1485,4,6,Bank Transfer,Fiber,Streaming,No,1,No
4446,Tigo,Zanzibar,54,Male,Postpaid,6 Months,48,15287.2,9.64,3899,3,5,Mobile Money,None,Cloud Storage,No,2,Yes
6565,Vodacom,Tanga,65,Female,Postpaid,24 Months,19,13179.71,36.26,162,8,3,Cash,Fiber,None,Yes,2,Yes
4688,Halotel,Arusha,34,Female,Prepaid,12 Months,26,38776.13,12.91,1166,2,2,Bank Transfer,DSL,Cloud Storage,No,0,No
8738,Vodacom,Zanzibar,64,Female,Prepaid,12 Months,5,12985.88,86.72,3684,4,1,Credit Card,Mobile Data,Streaming,Yes,1,No
4071,Vodacom,Dodoma,51,Male,Prepaid,1 Month,24,7642.05,12.23,1838,5,2,Credit Card,DSL,VPN,No,2,No
11214,Airtel,Songwe,64,Male,Postpaid,1 Month,36,37594.83,63.9,2442,3,2,Mobile Money,None,VPN,Yes,0,No
833,Airtel,Zanzibar,22,Male,Postpaid,6 Months,51,22687.13,49.7,3435,1,8,Cash,DSL,Streaming,No,0,Yes
427,Halotel,Dar es Salaam,41,Female,Prepaid,12 Months,23,27452.6,33.68,345,0,3,Bank Transfer,None,VPN,Yes,1,No
6179,Vodacom,Mbeya,56,Male,Postpaid,1 Month,31,12399.91,59.9,3022,7,4,Mobile Money,Mobile Data,VPN,No,0,No
411,Tigo,Zanzibar,64,Female,Prepaid,6 Months,2,10018.44,26.14,524,8,8,Mobile Money,None,Streaming,No,2,No
765,Airtel,Dodoma,43,Male,Prepaid,24 Months,18,16886.03,5.71,1262,3,4,Cash,DSL,None,No,0,No
4686,Vodacom,Mwanza,21,Female,Prepaid,1 Month,25,19568.77,31.04,2113,9,2,Mobile Money,None,Streaming,No,0,No
9417,Halotel,Tanga,23,Female,Postpaid,24 Months,44,29358.08,15.62,3631,4,9,Credit Card,Fiber,None,No,1,Yes
2160,Tigo,Dodoma,31,Male,Prepaid,24 Months,6,14391.02,68.86,3350,0,0,Credit Card,Fiber,None,No,0,No
4680,Tigo,Dar es Salaam,64,Female,Prepaid,24 Months,9,21203.19,71.4,804,0,0,Bank Transfer,None,VPN,No,2,Yes
5166,Vodacom,Arusha,20,Male,Postpaid,6 Months,40,22992.41,29.37,490,0,8,Bank Transfer,DSL,VPN,No,1,No
5971,Halotel,Mbeya,62,Female,Prepaid,12 Months,33,41848.11,61.32,1803,6,0,Credit Card,None,None,No,1,Yes
8593,Halotel,Dodoma,21,Female,Postpaid,24 Months,53,9100.77,80.15,3154,2,3,Mobile Money,None,Streaming,No,0,No
8943,Halotel,Dar es Salaam,54,Male,Postpaid,6 Months,23,13393.49,88.16,1464,9,6,Mobile Money,DSL,VPN,Yes,2,No
9549,Vodacom,Arusha,49,Female,Postpaid,1 Month,25,41172.36,17.27,2288,3,8,Credit Card,None,VPN,No,1,Yes
9635,Vodacom,Dodoma,43,Female,Prepaid,1 Month,16,13082.2,45.55,182,6,8,Bank Transfer,Mobile Data,Cloud Storage,Yes,0,Yes
5081,Vodacom,Arusha,22,Male,Prepaid,24 Months,28,5238.75,50.76,4817,1,9,Cash,Fiber,Streaming,No,0,No
9507,Airtel,Mwanza,19,Male,Postpaid,1 Month,46,24303.04,7.83,3332,6,9,Mobile Money,Fiber,None,No,1,No
10920,Airtel,Zanzibar South,34,Male,Prepaid,12 Months,12,46373.01,92.49,1576,1,8,Credit Card,Mobile Data,VPN,Yes,0,Yes
2134,Vodacom,Dar es Salaam,54,Female,Postpaid,1 Month,3,9344.74,97.79,533,0,6,Mobile Money,Mobile Data,Cloud Storage,No,2,Yes
4692,Halotel,Arusha,23,Female,Postpaid,1 Month,22,38936.72,57.93,2651,7,9,Credit Card,None,None,No,1,No
3561,Halotel,Dodoma,54,Male,Prepaid,1 Month,38,32210.42,37.27,334,6,7,Cash,Fiber,Streaming,No,1,No
3280,Tigo,Dar es Salaam,22,Female,Prepaid,6 Months,5,10563.69,8.33,3836,5,9,Credit Card,None,Cloud Storage,No,0,No
1689,Airtel,Mbeya,28,Male,Prepaid,6 Months,14,18953.74,27.58,2817,3,4,Credit Card,Fiber,VPN,No,0,No
6656,Airtel,Zanzibar,55,Male,Postpaid,1 Month,8,43485.66,69.13,3767,2,0,Cash,Fiber,Streaming,No,1,No
12143,Vodacom,Kigoma,18,Female,Prepaid,6 Months,6,35448.0,5.67,878,7,7,Credit Card,Broadband,VPN,Yes,4,No
4156,Airtel,Mwanza,41,Female,Postpaid,1 Month,30,39492.39,13.97,4230,2,9,Mobile Money,Fiber,Streaming,No,0,Yes
6396,Halotel,Mbeya,69,Female,Prepaid,6 Months,37,38673.61,11.3,1384,9,5,Cash,Fiber,None,No,2,Yes
1055,Tigo,Tanga,68,Male,Postpaid,1 Month,19,19431.6,55.95,492,5,3,Mobile Money,None,Streaming,No,1,Yes
6210,Tigo,Dar es Salaam,55,Female,Prepaid,1 Month,9,6403.21,35.59,1097,7,1,Cash,DSL,None,No,0,No
386,Airtel,Dodoma,34,Female,Prepaid,6 Months,27,42363.88,1.01,1710,7,7,Cash,Fiber,None,Yes,0,No
1930,Airtel,Dar es Salaam,36,Female,Prepaid,1 Month,34,34523.63,72.76,876,4,4,Cash,None,VPN,Yes,2,No
6035,Vodacom,Zanzibar,52,Female,Prepaid,24 Months,38,29986.54,72.13,631,6,2,Cash,DSL,VPN,No,0,Yes
8270,Vodacom,Arusha,54,Male,Prepaid,24 Months,58,20165.29,99.75,1936,3,1,Bank Transfer,None,Streaming,Yes,1,No
10926,Vodacom,Iringa,25,Female,Prepaid,6 Months,50,34313.48,82.89,2487,6,8,Cash,Mobile Data,VPN,No,2,Yes
2322,Airtel,Mbeya,62,Male,Prepaid,12 Months,1,18520.49,76.84,3902,6,5,Cash,DSL,Streaming,No,2,No
151,Vodacom,Dar es Salaam,55,Female,Postpaid,12 Months,36,9694.09,53.66,1109,8,9,Mobile Money,Fiber,None,No,2,No
10306,Zantel,Zanzibar North,68,Male,Postpaid,1 Month,52,20916.59,62.44,2617,7,9,Mobile Money,None,VPN,No,0,Yes
296,Airtel,Dar es Salaam,29,Female,Postpaid,12 Months,49,14143.17,37.88,3231,2,6,Mobile Money,DSL,Streaming,No,2,No
4701,Vodacom,Mbeya,69,Female,Postpaid,6 Months,1,35707.93,81.1,1265,8,2,Cash,Mobile Data,Cloud Storage,No,1,No
8362,Tigo,Dodoma,46,Male,Postpaid,1 Month,5,20300.55,82.11,1927,0,1,Cash,Fiber,None,Yes,0,No
5877,Airtel,Arusha,48,Male,Prepaid,24 Months,28,26623.85,94.79,1071,4,2,Cash,Fiber,Streaming,No,2,No
9497,Halotel,Dar es Salaam,33,Male,Postpaid,24 Months,6,24293.59,97.93,4342,1,8,Mobile Money,DSL,Streaming,No,2,No
11337,Vodacom,Morogoro,32,Male,Prepaid,12 Months,26,45159.26,50.25,4011,8,8,Credit Card,None,None,Yes,0,Yes
9505,Tigo,Mbeya,28,Female,Postpaid,24 Months,40,17575.06,38.13,2585,2,4,Mobile Money,None,Cloud Storage,Yes,2,No
12203,Zantel,Morogoro,35,Male,Postpaid,12 Months,27,19379.64,2.47,1896,8,2,Cash,None,None,Yes,3,Yes
11431,Halotel,Lindi,35,Male,Prepaid,12 Months,37,14388.02,50.84,2769,2,2,Cash,Broadband,Cloud Storage,Yes,0,Yes
1463,Airtel,Arusha,23,Male,Prepaid,1 Month,16,43447.85,78.26,2782,7,7,Credit Card,Mobile Data,Cloud Storage,No,1,No
10418,TTCL,Pemba South,67,Female,Prepaid,6 Months,5,5277.9,62.13,781,5,2,Cash,Broadband,Streaming,Yes,4,Yes
10178,Zantel,Iringa,56,Male,Postpaid,12 Months,32,21298.77,20.3,916,0,0,Cash,Broadband,Cloud Storage,No,2,No
4616,Halotel,Tanga,69,Male,Postpaid,12 Months,52,40731.36,54.08,1505,7,4,Credit Card,None,None,No,1,Yes
5685,Tigo,Mbeya,63,Female,Prepaid,6 Months,53,24389.34,20.41,250,0,7,Bank Transfer,DSL,VPN,No,1,No
2695,Tigo,Tanga,40,Female,Postpaid,6 Months,11,23887.57,20.78,738,3,7,Cash,Mobile Data,None,Yes,0,No
6245,Halotel,Mbeya,39,Female,Postpaid,6 Months,25,13807.81,45.33,1768,7,2,Cash,None,None,No,0,No
10460,Zantel,Kigoma,23,Male,Postpaid,12 Months,45,10016.01,98.54,4600,8,9,Mobile Money,Broadband,None,Yes,1,No
3697,Vodacom,Zanzibar,55,Male,Prepaid,24 Months,44,43500.33,62.38,2832,1,6,Credit Card,None,VPN,No,1,Yes
2064,Airtel,Dar es Salaam,33,Female,Postpaid,24 Months,52,40665.02,67.14,2163,1,3,Credit Card,None,Cloud Storage,No,0,No
1506,Halotel,Mwanza,59,Female,Postpaid,6 Months,34,16055.75,51.91,409,4,5,Cash,DSL,Streaming,No,0,No
2150,Airtel,Tanga,56,Female,Prepaid,6 Months,23,31482.48,68.71,4096,3,8,Mobile Money,DSL,Cloud Storage,Yes,1,No
6914,Airtel,Zanzibar,47,Male,Postpaid,12 Months,55,12528.69,81.98,1155,2,9,Credit Card,Mobile Data,Cloud Storage,No,0,No
2714,Tigo,Dodoma,34,Male,Prepaid,6 Months,11,30392.26,89.65,3074,2,5,Mobile Money,Fiber,VPN,Yes,2,No
3872,Tigo,Zanzibar,26,Male,Postpaid,24 Months,52,45041.0,74.04,601,5,1,Bank Transfer,Mobile Data,VPN,Yes,0,No
2248,Vodacom,Mwanza,26,Male,Prepaid,6 Months,50,32682.22,84.97,3414,9,6,Mobile Money,None,None,Yes,1,No
9473,Tigo,Dar es Salaam,68,Female,Prepaid,24 Months,27,44945.47,48.97,3436,8,2,Mobile Money,None,VPN,Yes,0,No
7651,Tigo,Mbeya,36,Female,Prepaid,24 Months,55,24219.44,61.47,643,9,3,Credit Card,None,Cloud Storage,No,1,No
2642,Halotel,Zanzibar,38,Male,Postpaid,24 Months,38,6097.35,90.75,367,3,0,Credit Card,DSL,Cloud Storage,No,1,No
489,Airtel,Tanga,41,Female,Postpaid,12 Months,57,17127.04,21.12,4001,7,3,Bank Transfer,DSL,None,No,2,No
235,Tigo,Tanga,41,Male,Prepaid,1 Month,26,24817.55,34.13,2994,9,6,Credit Card,Mobile Data,Cloud Storage,No,1,No
2103,Tigo,Zanzibar,47,Male,Prepaid,1 Month,32,23054.15,56.77,3280,8,1,Cash,None,VPN,Yes,2,Yes
9791,Tigo,Mwanza,56,Male,Prepaid,24 Months,41,12217.05,22.3,1514,6,2,Bank Transfer,None,VPN,No,0,No
